"","X","word","sentiment"
"3709",3709,"disconnect","negative"
"3710",3710,"disconnect","sadness"
"3711",3711,"disconnected","negative"
"3712",3712,"disconnected","sadness"
"3713",3713,"disconnection","negative"
"3714",3714,"discontent","anger"
"3715",3715,"discontent","disgust"
"3716",3716,"discontent","fear"
"3717",3717,"discontent","negative"
"3718",3718,"discontent","sadness"
"3719",3719,"discontinue","negative"
"3720",3720,"discontinuity","disgust"
"3721",3721,"discontinuity","fear"
"3722",3722,"discontinuity","negative"
"3723",3723,"discontinuity","sadness"
"3724",3724,"discord","anger"
"3725",3725,"discord","disgust"
"3726",3726,"discord","negative"
"3727",3727,"discourage","fear"
"3728",3728,"discourage","negative"
"3729",3729,"discourage","sadness"
"3730",3730,"discouragement","negative"
"3731",3731,"discovery","positive"
"3732",3732,"discredit","negative"
"3733",3733,"discreet","anticipation"
"3734",3734,"discreet","positive"
"3735",3735,"discretion","anticipation"
"3736",3736,"discretion","positive"
"3737",3737,"discretion","trust"
"3738",3738,"discretionary","positive"
"3739",3739,"discriminate","anger"
"3740",3740,"discriminate","negative"
"3741",3741,"discriminate","sadness"
"3742",3742,"discriminating","disgust"
"3743",3743,"discriminating","negative"
"3744",3744,"discrimination","anger"
"3745",3745,"discrimination","disgust"
"3746",3746,"discrimination","fear"
"3747",3747,"discrimination","negative"
"3748",3748,"discrimination","sadness"
"3749",3749,"discussion","positive"
"3750",3750,"disdain","anger"
"3751",3751,"disdain","disgust"
"3752",3752,"disdain","negative"
"3753",3753,"disease","anger"
"3754",3754,"disease","disgust"
"3755",3755,"disease","fear"
"3756",3756,"disease","negative"
"3757",3757,"disease","sadness"
"3758",3758,"diseased","disgust"
"3759",3759,"diseased","fear"
"3760",3760,"diseased","negative"
"3761",3761,"diseased","sadness"
"3762",3762,"disembodied","fear"
"3763",3763,"disembodied","negative"
"3764",3764,"disembodied","sadness"
"3765",3765,"disengagement","negative"
"3766",3766,"disfigured","anger"
"3767",3767,"disfigured","disgust"
"3768",3768,"disfigured","fear"
"3769",3769,"disfigured","negative"
"3770",3770,"disfigured","sadness"
"3771",3771,"disgrace","anger"
"3772",3772,"disgrace","disgust"
"3773",3773,"disgrace","negative"
"3774",3774,"disgrace","sadness"
"3775",3775,"disgraced","anger"
"3776",3776,"disgraced","disgust"
"3777",3777,"disgraced","negative"
"3778",3778,"disgraced","sadness"
"3779",3779,"disgraceful","anger"
"3780",3780,"disgraceful","disgust"
"3781",3781,"disgraceful","negative"
"3782",3782,"disgruntled","anger"
"3783",3783,"disgruntled","disgust"
"3784",3784,"disgruntled","negative"
"3785",3785,"disgruntled","sadness"
"3786",3786,"disgust","anger"
"3787",3787,"disgust","disgust"
"3788",3788,"disgust","fear"
"3789",3789,"disgust","negative"
"3790",3790,"disgust","sadness"
"3791",3791,"disgusting","anger"
"3792",3792,"disgusting","disgust"
"3793",3793,"disgusting","fear"
"3794",3794,"disgusting","negative"
"3795",3795,"disheartened","negative"
"3796",3796,"disheartened","sadness"
"3797",3797,"disheartening","negative"
"3798",3798,"disheartening","sadness"
"3799",3799,"dishonest","anger"
"3800",3800,"dishonest","disgust"
"3801",3801,"dishonest","negative"
"3802",3802,"dishonest","sadness"
"3803",3803,"dishonesty","disgust"
"3804",3804,"dishonesty","negative"
"3805",3805,"dishonor","anger"
"3806",3806,"dishonor","disgust"
"3807",3807,"dishonor","fear"
"3808",3808,"dishonor","negative"
"3809",3809,"dishonor","sadness"
"3810",3810,"disillusionment","anger"
"3811",3811,"disillusionment","disgust"
"3812",3812,"disillusionment","negative"
"3813",3813,"disillusionment","sadness"
"3814",3814,"disinfection","positive"
"3815",3815,"disinformation","anger"
"3816",3816,"disinformation","fear"
"3817",3817,"disinformation","negative"
"3818",3818,"disingenuous","disgust"
"3819",3819,"disingenuous","negative"
"3820",3820,"disintegrate","disgust"
"3821",3821,"disintegrate","fear"
"3822",3822,"disintegrate","negative"
"3823",3823,"disintegration","negative"
"3824",3824,"disinterested","negative"
"3825",3825,"dislike","anger"
"3826",3826,"dislike","disgust"
"3827",3827,"dislike","negative"
"3828",3828,"disliked","anger"
"3829",3829,"disliked","negative"
"3830",3830,"disliked","sadness"
"3831",3831,"dislocated","anger"
"3832",3832,"dislocated","disgust"
"3833",3833,"dislocated","fear"
"3834",3834,"dislocated","negative"
"3835",3835,"dislocated","sadness"
"3836",3836,"dismal","disgust"
"3837",3837,"dismal","fear"
"3838",3838,"dismal","negative"
"3839",3839,"dismal","sadness"
"3840",3840,"dismay","anger"
"3841",3841,"dismay","anticipation"
"3842",3842,"dismay","fear"
"3843",3843,"dismay","negative"
"3844",3844,"dismay","sadness"
"3845",3845,"dismay","surprise"
"3846",3846,"dismemberment","disgust"
"3847",3847,"dismemberment","fear"
"3848",3848,"dismemberment","negative"
"3849",3849,"dismemberment","sadness"
"3850",3850,"dismissal","anger"
"3851",3851,"dismissal","disgust"
"3852",3852,"dismissal","fear"
"3853",3853,"dismissal","negative"
"3854",3854,"dismissal","sadness"
"3855",3855,"dismissal","surprise"
"3856",3856,"disobedience","anger"
"3857",3857,"disobedience","disgust"
"3858",3858,"disobedience","negative"
"3859",3859,"disobedient","anger"
"3860",3860,"disobedient","negative"
"3861",3861,"disobey","anger"
"3862",3862,"disobey","disgust"
"3863",3863,"disobey","negative"
"3864",3864,"disorder","fear"
"3865",3865,"disorder","negative"
"3866",3866,"disorderly","negative"
"3867",3867,"disorganized","negative"
"3868",3868,"disparage","anger"
"3869",3869,"disparage","disgust"
"3870",3870,"disparage","negative"
"3871",3871,"disparage","sadness"
"3872",3872,"disparaging","anger"
"3873",3873,"disparaging","disgust"
"3874",3874,"disparaging","negative"
"3875",3875,"disparaging","sadness"
"3876",3876,"disparity","anger"
"3877",3877,"disparity","disgust"
"3878",3878,"disparity","negative"
"3879",3879,"disparity","sadness"
"3880",3880,"dispassionate","negative"
"3881",3881,"dispassionate","sadness"
"3882",3882,"dispel","negative"
"3883",3883,"dispel","sadness"
"3884",3884,"dispersion","negative"
"3885",3885,"displace","negative"
"3886",3886,"displaced","anger"
"3887",3887,"displaced","fear"
"3888",3888,"displaced","sadness"
"3889",3889,"displeased","anger"
"3890",3890,"displeased","disgust"
"3891",3891,"displeased","fear"
"3892",3892,"displeased","negative"
"3893",3893,"displeased","sadness"
"3894",3894,"displeasure","disgust"
"3895",3895,"displeasure","negative"
"3896",3896,"disposal","negative"
"3897",3897,"dispose","disgust"
"3898",3898,"disposed","anticipation"
"3899",3899,"disposed","positive"
"3900",3900,"disposed","trust"
"3901",3901,"dispossessed","anger"
"3902",3902,"dispossessed","fear"
"3903",3903,"dispossessed","negative"
"3904",3904,"dispossessed","sadness"
"3905",3905,"dispute","anger"
"3906",3906,"dispute","negative"
"3907",3907,"disqualification","negative"
"3908",3908,"disqualified","anger"
"3909",3909,"disqualified","disgust"
"3910",3910,"disqualified","negative"
"3911",3911,"disqualified","sadness"
"3912",3912,"disqualify","negative"
"3913",3913,"disqualify","sadness"
"3914",3914,"disregard","negative"
"3915",3915,"disregarded","disgust"
"3916",3916,"disregarded","negative"
"3917",3917,"disreputable","anger"
"3918",3918,"disreputable","disgust"
"3919",3919,"disreputable","fear"
"3920",3920,"disreputable","negative"
"3921",3921,"disrespect","anger"
"3922",3922,"disrespect","negative"
"3923",3923,"disrespectful","anger"
"3924",3924,"disrespectful","disgust"
"3925",3925,"disrespectful","fear"
"3926",3926,"disrespectful","negative"
"3927",3927,"disrespectful","sadness"
"3928",3928,"disruption","anger"
"3929",3929,"disruption","fear"
"3930",3930,"disruption","negative"
"3931",3931,"disruption","surprise"
"3932",3932,"dissatisfaction","negative"
"3933",3933,"dissection","disgust"
"3934",3934,"disseminate","positive"
"3935",3935,"dissension","anger"
"3936",3936,"dissension","negative"
"3937",3937,"dissenting","negative"
"3938",3938,"disservice","anger"
"3939",3939,"disservice","disgust"
"3940",3940,"disservice","negative"
"3941",3941,"disservice","sadness"
"3942",3942,"dissident","anger"
"3943",3943,"dissident","fear"
"3944",3944,"dissident","negative"
"3945",3945,"dissolution","anger"
"3946",3946,"dissolution","fear"
"3947",3947,"dissolution","negative"
"3948",3948,"dissolution","sadness"
"3949",3949,"dissolution","surprise"
"3950",3950,"dissonance","anger"
"3951",3951,"dissonance","negative"
"3952",3952,"distaste","disgust"
"3953",3953,"distaste","negative"
"3954",3954,"distasteful","disgust"
"3955",3955,"distasteful","negative"
"3956",3956,"distillation","positive"
"3957",3957,"distinction","positive"
"3958",3958,"distorted","disgust"
"3959",3959,"distorted","negative"
"3960",3960,"distortion","negative"
"3961",3961,"distract","negative"
"3962",3962,"distracted","anger"
"3963",3963,"distracted","negative"
"3964",3964,"distracting","anger"
"3965",3965,"distracting","anticipation"
"3966",3966,"distracting","negative"
"3967",3967,"distraction","negative"
"3968",3968,"distraught","negative"
"3969",3969,"distraught","sadness"
"3970",3970,"distress","anger"
"3971",3971,"distress","disgust"
"3972",3972,"distress","fear"
"3973",3973,"distress","negative"
"3974",3974,"distress","sadness"
"3975",3975,"distress","surprise"
"3976",3976,"distressed","fear"
"3977",3977,"distressed","negative"
"3978",3978,"distressing","anger"
"3979",3979,"distressing","fear"
"3980",3980,"distressing","negative"
"3981",3981,"distrust","anger"
"3982",3982,"distrust","disgust"
"3983",3983,"distrust","fear"
"3984",3984,"distrust","negative"
"3985",3985,"disturbance","anger"
"3986",3986,"disturbance","fear"
"3987",3987,"disturbance","negative"
"3988",3988,"disturbance","sadness"
"3989",3989,"disturbance","surprise"
"3990",3990,"disturbed","anger"
"3991",3991,"disturbed","negative"
"3992",3992,"disturbed","sadness"
"3993",3993,"disuse","negative"
"3994",3994,"disused","anger"
"3995",3995,"disused","negative"
"3996",3996,"ditty","joy"
"3997",3997,"ditty","positive"
"3998",3998,"divan","trust"
"3999",3999,"divergent","negative"
"4000",4000,"divergent","surprise"
"4001",4001,"diverse","negative"
"4002",4002,"diverse","positive"
"4003",4003,"diversified","positive"
"4004",4004,"diversion","positive"
"4005",4005,"diversion","surprise"
"4006",4006,"divested","negative"
"4007",4007,"divestment","negative"
"4008",4008,"divination","anticipation"
"4009",4009,"divinity","positive"
"4010",4010,"divorce","anger"
"4011",4011,"divorce","disgust"
"4012",4012,"divorce","fear"
"4013",4013,"divorce","negative"
"4014",4014,"divorce","sadness"
"4015",4015,"divorce","surprise"
"4016",4016,"divorce","trust"
"4017",4017,"dizziness","negative"
"4018",4018,"dizzy","negative"
"4019",4019,"docked","negative"
"4020",4020,"doctor","positive"
"4021",4021,"doctor","trust"
"4022",4022,"doctrine","trust"
"4023",4023,"doer","positive"
"4024",4024,"dogged","positive"
"4025",4025,"dogma","trust"
"4026",4026,"doit","negative"
"4027",4027,"doldrums","negative"
"4028",4028,"doldrums","sadness"
"4029",4029,"dole","negative"
"4030",4030,"dole","sadness"
"4031",4031,"doll","joy"
"4032",4032,"dolor","negative"
"4033",4033,"dolor","sadness"
"4034",4034,"dolphin","joy"
"4035",4035,"dolphin","positive"
"4036",4036,"dolphin","surprise"
"4037",4037,"dolphin","trust"
"4038",4038,"dominant","fear"
"4039",4039,"dominant","negative"
"4040",4040,"dominate","anger"
"4041",4041,"dominate","fear"
"4042",4042,"dominate","negative"
"4043",4043,"dominate","positive"
"4044",4044,"domination","anger"
"4045",4045,"domination","fear"
"4046",4046,"domination","negative"
"4047",4047,"domination","sadness"
"4048",4048,"dominion","fear"
"4049",4049,"dominion","trust"
"4050",4050,"don","positive"
"4051",4051,"don","trust"
"4052",4052,"donation","positive"
"4053",4053,"donkey","disgust"
"4054",4054,"donkey","negative"
"4055",4055,"doodle","negative"
"4056",4056,"doom","fear"
"4057",4057,"doom","negative"
"4058",4058,"doomed","fear"
"4059",4059,"doomed","negative"
"4060",4060,"doomed","sadness"
"4061",4061,"doomsday","anger"
"4062",4062,"doomsday","anticipation"
"4063",4063,"doomsday","disgust"
"4064",4064,"doomsday","fear"
"4065",4065,"doomsday","negative"
"4066",4066,"doomsday","sadness"
"4067",4067,"doubt","fear"
"4068",4068,"doubt","negative"
"4069",4069,"doubt","sadness"
"4070",4070,"doubt","trust"
"4071",4071,"doubtful","negative"
"4072",4072,"doubting","negative"
"4073",4073,"doubtless","positive"
"4074",4074,"doubtless","trust"
"4075",4075,"douche","negative"
"4076",4076,"dour","negative"
"4077",4077,"dove","anticipation"
"4078",4078,"dove","joy"
"4079",4079,"dove","positive"
"4080",4080,"dove","trust"
"4081",4081,"downfall","fear"
"4082",4082,"downfall","negative"
"4083",4083,"downfall","sadness"
"4084",4084,"downright","trust"
"4085",4085,"downy","positive"
"4086",4086,"drab","negative"
"4087",4087,"drab","sadness"
"4088",4088,"draft","anticipation"
"4089",4089,"dragon","fear"
"4090",4090,"drainage","negative"
"4091",4091,"drawback","negative"
"4092",4092,"dread","anticipation"
"4093",4093,"dread","fear"
"4094",4094,"dread","negative"
"4095",4095,"dreadful","anger"
"4096",4096,"dreadful","anticipation"
"4097",4097,"dreadful","disgust"
"4098",4098,"dreadful","fear"
"4099",4099,"dreadful","negative"
"4100",4100,"dreadful","sadness"
"4101",4101,"dreadfully","disgust"
"4102",4102,"dreadfully","fear"
"4103",4103,"dreadfully","negative"
"4104",4104,"dreadfully","sadness"
"4105",4105,"dreadfully","surprise"
"4106",4106,"dreary","negative"
"4107",4107,"dreary","sadness"
"4108",4108,"drinking","negative"
"4109",4109,"drivel","disgust"
"4110",4110,"drivel","negative"
"4111",4111,"drone","negative"
"4112",4112,"drool","disgust"
"4113",4113,"drooping","negative"
"4114",4114,"drought","negative"
"4115",4115,"drown","fear"
"4116",4116,"drown","negative"
"4117",4117,"drown","sadness"
"4118",4118,"drowsiness","negative"
"4119",4119,"drudgery","negative"
"4120",4120,"drugged","sadness"
"4121",4121,"drunken","disgust"
"4122",4122,"drunken","negative"
"4123",4123,"drunkenness","negative"
"4124",4124,"dubious","fear"
"4125",4125,"dubious","negative"
"4126",4126,"dubious","trust"
"4127",4127,"duel","anger"
"4128",4128,"duel","anticipation"
"4129",4129,"duel","fear"
"4130",4130,"duet","positive"
"4131",4131,"duke","positive"
"4132",4132,"dull","negative"
"4133",4133,"dull","sadness"
"4134",4134,"dumb","negative"
"4135",4135,"dummy","negative"
"4136",4136,"dumps","anger"
"4137",4137,"dumps","negative"
"4138",4138,"dumps","sadness"
"4139",4139,"dun","negative"
"4140",4140,"dung","disgust"
"4141",4141,"dungeon","fear"
"4142",4142,"dungeon","negative"
"4143",4143,"dupe","anger"
"4144",4144,"dupe","negative"
"4145",4145,"duplicity","anger"
"4146",4146,"duplicity","negative"
"4147",4147,"durability","positive"
"4148",4148,"durability","trust"
"4149",4149,"durable","positive"
"4150",4150,"durable","trust"
"4151",4151,"duress","anger"
"4152",4152,"duress","disgust"
"4153",4153,"duress","fear"
"4154",4154,"duress","negative"
"4155",4155,"duress","sadness"
"4156",4156,"dust","negative"
"4157",4157,"dutiful","anticipation"
"4158",4158,"dutiful","positive"
"4159",4159,"dutiful","trust"
"4160",4160,"dwarfed","fear"
"4161",4161,"dwarfed","negative"
"4162",4162,"dwarfed","sadness"
"4163",4163,"dying","anger"
"4164",4164,"dying","disgust"
"4165",4165,"dying","fear"
"4166",4166,"dying","negative"
"4167",4167,"dying","sadness"
"4168",4168,"dynamic","surprise"
"4169",4169,"dysentery","disgust"
"4170",4170,"dysentery","negative"
"4171",4171,"dysentery","sadness"
"4172",4172,"eager","anticipation"
"4173",4173,"eager","joy"
"4174",4174,"eager","positive"
"4175",4175,"eager","surprise"
"4176",4176,"eager","trust"
"4177",4177,"eagerness","anticipation"
"4178",4178,"eagerness","joy"
"4179",4179,"eagerness","positive"
"4180",4180,"eagerness","trust"
"4181",4181,"eagle","trust"
"4182",4182,"earl","positive"
"4183",4183,"earn","positive"
"4184",4184,"earnest","positive"
"4185",4185,"earnestly","positive"
"4186",4186,"earnestness","positive"
"4187",4187,"earthquake","anger"
"4188",4188,"earthquake","fear"
"4189",4189,"earthquake","negative"
"4190",4190,"earthquake","sadness"
"4191",4191,"earthquake","surprise"
"4192",4192,"ease","positive"
"4193",4193,"easement","positive"
"4194",4194,"easygoing","positive"
"4195",4195,"eat","positive"
"4196",4196,"eavesdropping","negative"
"4197",4197,"economy","trust"
"4198",4198,"ecstasy","anticipation"
"4199",4199,"ecstasy","joy"
"4200",4200,"ecstasy","positive"
"4201",4201,"ecstatic","anticipation"
"4202",4202,"ecstatic","joy"
"4203",4203,"ecstatic","positive"
"4204",4204,"ecstatic","surprise"
"4205",4205,"edict","fear"
"4206",4206,"edict","negative"
"4207",4207,"edification","anticipation"
"4208",4208,"edification","joy"
"4209",4209,"edification","positive"
"4210",4210,"edification","trust"
"4211",4211,"edition","anticipation"
"4212",4212,"educate","positive"
"4213",4213,"educated","positive"
"4214",4214,"educational","positive"
"4215",4215,"educational","trust"
"4216",4216,"eel","fear"
"4217",4217,"effective","positive"
"4218",4218,"effective","trust"
"4219",4219,"effeminate","negative"
"4220",4220,"efficacy","positive"
"4221",4221,"efficiency","positive"
"4222",4222,"efficient","anticipation"
"4223",4223,"efficient","positive"
"4224",4224,"efficient","trust"
"4225",4225,"effigy","anger"
"4226",4226,"effort","positive"
"4227",4227,"egotistical","disgust"
"4228",4228,"egotistical","negative"
"4229",4229,"egregious","anger"
"4230",4230,"egregious","disgust"
"4231",4231,"egregious","negative"
"4232",4232,"ejaculation","anticipation"
"4233",4233,"ejaculation","joy"
"4234",4234,"ejaculation","positive"
"4235",4235,"ejaculation","surprise"
"4236",4236,"ejaculation","trust"
"4237",4237,"eject","negative"
"4238",4238,"ejection","negative"
"4239",4239,"elaboration","positive"
"4240",4240,"elated","joy"
"4241",4241,"elated","positive"
"4242",4242,"elbow","anger"
"4243",4243,"elder","positive"
"4244",4244,"elder","trust"
"4245",4245,"elders","positive"
"4246",4246,"elders","trust"
"4247",4247,"elect","positive"
"4248",4248,"elect","trust"
"4249",4249,"electorate","trust"
"4250",4250,"electric","joy"
"4251",4251,"electric","positive"
"4252",4252,"electric","surprise"
"4253",4253,"electricity","positive"
"4254",4254,"elegance","anticipation"
"4255",4255,"elegance","joy"
"4256",4256,"elegance","positive"
"4257",4257,"elegance","trust"
"4258",4258,"elegant","joy"
"4259",4259,"elegant","positive"
"4260",4260,"elevation","anticipation"
"4261",4261,"elevation","fear"
"4262",4262,"elevation","joy"
"4263",4263,"elevation","positive"
"4264",4264,"elevation","trust"
"4265",4265,"elf","anger"
"4266",4266,"elf","disgust"
"4267",4267,"elf","fear"
"4268",4268,"eligible","positive"
"4269",4269,"elimination","anger"
"4270",4270,"elimination","disgust"
"4271",4271,"elimination","fear"
"4272",4272,"elimination","negative"
"4273",4273,"elimination","sadness"
"4274",4274,"elite","anticipation"
"4275",4275,"elite","joy"
"4276",4276,"elite","positive"
"4277",4277,"elite","trust"
"4278",4278,"eloquence","positive"
"4279",4279,"eloquent","positive"
"4280",4280,"elucidate","positive"
"4281",4281,"elucidate","trust"
"4282",4282,"elusive","negative"
"4283",4283,"elusive","surprise"
"4284",4284,"emaciated","fear"
"4285",4285,"emaciated","negative"
"4286",4286,"emaciated","sadness"
"4287",4287,"emancipation","anticipation"
"4288",4288,"emancipation","joy"
"4289",4289,"emancipation","positive"
"4290",4290,"embargo","negative"
"4291",4291,"embarrass","negative"
"4292",4292,"embarrass","sadness"
"4293",4293,"embarrassing","negative"
"4294",4294,"embarrassment","fear"
"4295",4295,"embarrassment","negative"
"4296",4296,"embarrassment","sadness"
"4297",4297,"embarrassment","surprise"
"4298",4298,"embezzlement","negative"
"4299",4299,"embolism","fear"
"4300",4300,"embolism","negative"
"4301",4301,"embolism","sadness"
"4302",4302,"embrace","anticipation"
"4303",4303,"embrace","joy"
"4304",4304,"embrace","positive"
"4305",4305,"embrace","surprise"
"4306",4306,"embrace","trust"
"4307",4307,"embroiled","negative"
"4308",4308,"emergency","fear"
"4309",4309,"emergency","negative"
"4310",4310,"emergency","sadness"
"4311",4311,"emergency","surprise"
"4312",4312,"emeritus","positive"
"4313",4313,"eminence","positive"
"4314",4314,"eminence","trust"
"4315",4315,"eminent","positive"
"4316",4316,"eminently","positive"
"4317",4317,"emir","positive"
"4318",4318,"empathy","positive"
"4319",4319,"emphasize","trust"
"4320",4320,"employ","trust"
"4321",4321,"empower","positive"
"4322",4322,"emptiness","sadness"
"4323",4323,"emulate","positive"
"4324",4324,"enable","positive"
"4325",4325,"enable","trust"
"4326",4326,"enablement","positive"
"4327",4327,"enablement","trust"
"4328",4328,"enchant","anticipation"
"4329",4329,"enchant","joy"
"4330",4330,"enchant","positive"
"4331",4331,"enchant","surprise"
"4332",4332,"enchanted","joy"
"4333",4333,"enchanted","positive"
"4334",4334,"enchanted","trust"
"4335",4335,"enchanting","anticipation"
"4336",4336,"enchanting","joy"
"4337",4337,"enchanting","positive"
"4338",4338,"enclave","negative"
"4339",4339,"encore","positive"
"4340",4340,"encourage","joy"
"4341",4341,"encourage","positive"
"4342",4342,"encourage","trust"
"4343",4343,"encouragement","positive"
"4344",4344,"encroachment","fear"
"4345",4345,"encroachment","negative"
"4346",4346,"encumbrance","anger"
"4347",4347,"encumbrance","fear"
"4348",4348,"encumbrance","negative"
"4349",4349,"encumbrance","sadness"
"4350",4350,"encyclopedia","positive"
"4351",4351,"encyclopedia","trust"
"4352",4352,"endanger","anticipation"
"4353",4353,"endanger","fear"
"4354",4354,"endanger","negative"
"4355",4355,"endangered","fear"
"4356",4356,"endangered","negative"
"4357",4357,"endeavor","anticipation"
"4358",4358,"endeavor","positive"
"4359",4359,"endemic","disgust"
"4360",4360,"endemic","fear"
"4361",4361,"endemic","negative"
"4362",4362,"endemic","sadness"
"4363",4363,"endless","anger"
"4364",4364,"endless","fear"
"4365",4365,"endless","joy"
"4366",4366,"endless","negative"
"4367",4367,"endless","positive"
"4368",4368,"endless","sadness"
"4369",4369,"endless","trust"
"4370",4370,"endocarditis","fear"
"4371",4371,"endocarditis","sadness"
"4372",4372,"endow","positive"
"4373",4373,"endow","trust"
"4374",4374,"endowed","positive"
"4375",4375,"endowment","positive"
"4376",4376,"endowment","trust"
"4377",4377,"endurance","positive"
"4378",4378,"endure","positive"
"4379",4379,"enema","disgust"
"4380",4380,"enemy","anger"
"4381",4381,"enemy","disgust"
"4382",4382,"enemy","fear"
"4383",4383,"enemy","negative"
"4384",4384,"energetic","positive"
"4385",4385,"enforce","anger"
"4386",4386,"enforce","fear"
"4387",4387,"enforce","negative"
"4388",4388,"enforce","positive"
"4389",4389,"enforcement","negative"
"4390",4390,"engaged","anticipation"
"4391",4391,"engaged","joy"
"4392",4392,"engaged","positive"
"4393",4393,"engaged","trust"
"4394",4394,"engaging","joy"
"4395",4395,"engaging","positive"
"4396",4396,"engaging","trust"
"4397",4397,"engulf","anticipation"
"4398",4398,"enhance","positive"
"4399",4399,"enigmatic","fear"
"4400",4400,"enigmatic","negative"
"4401",4401,"enjoy","anticipation"
"4402",4402,"enjoy","joy"
"4403",4403,"enjoy","positive"
"4404",4404,"enjoy","trust"
"4405",4405,"enjoying","anticipation"
"4406",4406,"enjoying","joy"
"4407",4407,"enjoying","positive"
"4408",4408,"enjoying","trust"
"4409",4409,"enlighten","joy"
"4410",4410,"enlighten","positive"
"4411",4411,"enlighten","trust"
"4412",4412,"enlightenment","joy"
"4413",4413,"enlightenment","positive"
"4414",4414,"enlightenment","trust"
"4415",4415,"enliven","joy"
"4416",4416,"enliven","positive"
"4417",4417,"enliven","surprise"
"4418",4418,"enliven","trust"
"4419",4419,"enmity","anger"
"4420",4420,"enmity","fear"
"4421",4421,"enmity","negative"
"4422",4422,"enmity","sadness"
"4423",4423,"enrich","positive"
"4424",4424,"enroll","anticipation"
"4425",4425,"enroll","trust"
"4426",4426,"ensemble","positive"
"4427",4427,"ensemble","trust"
"4428",4428,"ensign","positive"
"4429",4429,"enslave","negative"
"4430",4430,"enslaved","anger"
"4431",4431,"enslaved","disgust"
"4432",4432,"enslaved","fear"
"4433",4433,"enslaved","negative"
"4434",4434,"enslaved","sadness"
"4435",4435,"enslavement","negative"
"4436",4436,"entangled","anger"
"4437",4437,"entangled","disgust"
"4438",4438,"entangled","fear"
"4439",4439,"entangled","negative"
"4440",4440,"entangled","sadness"
"4441",4441,"entanglement","negative"
"4442",4442,"enterprising","positive"
"4443",4443,"entertain","joy"
"4444",4444,"entertain","positive"
"4445",4445,"entertained","joy"
"4446",4446,"entertained","positive"
"4447",4447,"entertaining","anticipation"
"4448",4448,"entertaining","joy"
"4449",4449,"entertaining","positive"
"4450",4450,"entertainment","anticipation"
"4451",4451,"entertainment","joy"
"4452",4452,"entertainment","positive"
"4453",4453,"entertainment","surprise"
"4454",4454,"entertainment","trust"
"4455",4455,"enthusiasm","anticipation"
"4456",4456,"enthusiasm","joy"
"4457",4457,"enthusiasm","positive"
"4458",4458,"enthusiasm","surprise"
"4459",4459,"enthusiast","anticipation"
"4460",4460,"enthusiast","joy"
"4461",4461,"enthusiast","positive"
"4462",4462,"enthusiast","surprise"
"4463",4463,"entrails","disgust"
"4464",4464,"entrails","negative"
"4465",4465,"entrust","trust"
"4466",4466,"envious","negative"
"4467",4467,"environ","positive"
"4468",4468,"ephemeris","positive"
"4469",4469,"epic","positive"
"4470",4470,"epidemic","anger"
"4471",4471,"epidemic","anticipation"
"4472",4472,"epidemic","disgust"
"4473",4473,"epidemic","fear"
"4474",4474,"epidemic","negative"
"4475",4475,"epidemic","sadness"
"4476",4476,"epidemic","surprise"
"4477",4477,"epilepsy","negative"
"4478",4478,"episcopal","trust"
"4479",4479,"epitaph","sadness"
"4480",4480,"epitome","positive"
"4481",4481,"equality","joy"
"4482",4482,"equality","positive"
"4483",4483,"equality","trust"
"4484",4484,"equally","positive"
"4485",4485,"equilibrium","positive"
"4486",4486,"equity","positive"
"4487",4487,"eradicate","anger"
"4488",4488,"eradicate","negative"
"4489",4489,"eradication","anger"
"4490",4490,"eradication","disgust"
"4491",4491,"eradication","fear"
"4492",4492,"eradication","negative"
"4493",4493,"erase","fear"
"4494",4494,"erase","negative"
"4495",4495,"erosion","negative"
"4496",4496,"erotic","anticipation"
"4497",4497,"erotic","joy"
"4498",4498,"erotic","negative"
"4499",4499,"erotic","positive"
"4500",4500,"erotic","surprise"
"4501",4501,"erotic","trust"
"4502",4502,"err","negative"
"4503",4503,"errand","anticipation"
"4504",4504,"errand","positive"
"4505",4505,"errand","trust"
"4506",4506,"errant","negative"
"4507",4507,"erratic","negative"
"4508",4508,"erratic","surprise"
"4509",4509,"erratum","negative"
"4510",4510,"erroneous","negative"
"4511",4511,"error","negative"
"4512",4512,"error","sadness"
"4513",4513,"erudite","positive"
"4514",4514,"erupt","anger"
"4515",4515,"erupt","negative"
"4516",4516,"erupt","surprise"
"4517",4517,"eruption","anger"
"4518",4518,"eruption","fear"
"4519",4519,"eruption","negative"
"4520",4520,"eruption","surprise"
"4521",4521,"escalate","anger"
"4522",4522,"escalate","negative"
"4523",4523,"escape","anticipation"
"4524",4524,"escape","fear"
"4525",4525,"escape","negative"
"4526",4526,"escape","positive"
"4527",4527,"escaped","fear"
"4528",4528,"eschew","anger"
"4529",4529,"eschew","negative"
"4530",4530,"eschew","sadness"
"4531",4531,"escort","trust"
"4532",4532,"espionage","negative"
"4533",4533,"esprit","positive"
"4534",4534,"essential","positive"
"4535",4535,"establish","trust"
"4536",4536,"established","joy"
"4537",4537,"established","positive"
"4538",4538,"esteem","joy"
"4539",4539,"esteem","positive"
"4540",4540,"esteem","sadness"
"4541",4541,"esteem","trust"
"4542",4542,"esthetic","positive"
"4543",4543,"estranged","negative"
"4544",4544,"ethereal","fear"
"4545",4545,"ethical","positive"
"4546",4546,"ethics","positive"
"4547",4547,"euthanasia","fear"
"4548",4548,"euthanasia","negative"
